iter	Logloss
113	0.3313903645
114	0.3308796725
115	0.3299577107
116	0.3290130215
117	0.3284801467
118	0.3278508818
119	0.3269303095
120	0.326430617
121	0.3259783986
122	0.3252496291
123	0.3246769828
124	0.3239363262
125	0.3234344647
126	0.3228541194
127	0.3218266265
128	0.3212784267
129	0.3207181612
130	0.3201967337
131	0.3196251857
132	0.3186551972
133	0.317738325
134	0.3173753814
135	0.3168729077
136	0.3164129671
137	0.3161036499
138	0.3152921149
139	0.3147699487
140	0.3141731577
141	0.3137000988
142	0.3127435712
143	0.3122057087
144	0.3112465198
145	0.3107201675
146	0.31038934
147	0.3099135209
148	0.309121353
149	0.3088779062
150	0.3081852184
151	0.3075995143
152	0.3067499846
153	0.3062216538
154	0.3054831976
155	0.3051683935
156	0.3044049067
157	0.3033578968
158	0.3026892318
159	0.3024389784
160	0.3015443666
161	0.3008961844
162	0.3001879339
163	0.2994952166
164	0.2990574686
165	0.2986782563
166	0.2980520511
167	0.297372109
168	0.2965833168
169	0.2960284844
170	0.2956348826
171	0.2953245673
172	0.294867126
173	0.2941737145
174	0.2935974684
175	0.2930930132
176	0.292717916
177	0.2920903241
178	0.2913087699
179	0.2907892326
180	0.2903049064
181	0.2894933601
182	0.2886660823
183	0.2882766236
184	0.2877161156
185	0.2873251949
186	0.2868564727
187	0.2860746874
188	0.2855497219
189	0.2850815963
190	0.2843905208
191	0.2835232539
192	0.2827703209
193	0.2822457178
194	0.2818210015
195	0.2811030256
196	0.2806788038
197	0.2803383342
198	0.2796704153
199	0.2792257361
200	0.278342937
201	0.277815998
202	0.2771612007
203	0.2768429254
204	0.2760908559
205	0.2757710686
206	0.2749390606
207	0.2741655306
208	0.2736056353
209	0.2730059297
210	0.2723259387
211	0.2719659654
212	0.2711436593
213	0.2707368961
214	0.2702716883
215	0.2699054836
216	0.2693288031
217	0.2687921024
218	0.2683280086
219	0.2676478366
220	0.2670733688
221	0.2665172646
222	0.2660454151
223	0.2657138238
224	0.265298574
225	0.2648699952
226	0.264441439
227	0.2640078433
228	0.2636345543
229	0.2628042548
230	0.262272714
231	0.2618273092
232	0.2614180931
233	0.2609656744
234	0.2607503015
235	0.2604538401
236	0.2598021859
237	0.2592907224
238	0.2587780712
239	0.2584734261
240	0.2579436785
241	0.2570619458
242	0.2566774786
243	0.2563984557
244	0.2559737814
245	0.255509985
246	0.2548729094
247	0.2545251623
248	0.2539220617
249	0.2534737982
250	0.2527421225
251	0.2521685443
252	0.2515272481
253	0.2511408407
254	0.2506181589
255	0.250206525
256	0.2493262186
257	0.2486262197
258	0.2482409402
259	0.2477063267
260	0.2471239781
261	0.2467346422
262	0.2464828548
263	0.2459476482
264	0.2454627011
265	0.2452763296
266	0.244870187
267	0.2443237483
268	0.2440471625
269	0.2437351143
270	0.2433893785
271	0.2428195874
272	0.2422872556
273	0.2418985235
274	0.2416741244
275	0.2411112189
276	0.2406870736
277	0.2402636503
278	0.2398166806
279	0.2389162647
280	0.2385358692
281	0.2381343726
282	0.2375444244
283	0.2370952106
284	0.2364335213
285	0.2355968863
286	0.2352109968
287	0.2348185513
288	0.2343530337
289	0.2338953708
290	0.2333345935
291	0.2327652874
292	0.232461876
293	0.2319977262
294	0.2316222142
295	0.2310013626
296	0.2306408231
297	0.2302659163
298	0.2298759737
299	0.229760947
300	0.2294688719
301	0.2289848857
302	0.2284788665
303	0.2281983223
304	0.2277037061
305	0.2272693432
306	0.2266921661
307	0.2262406867
308	0.2258035401
309	0.2254709497
310	0.225194312
311	0.2248671749
312	0.2244658216
313	0.2240465274
314	0.223671761
315	0.2232907202
316	0.2228463007
317	0.2225447156
318	0.2223119239
319	0.2220082518
320	0.2217289496
321	0.2214398414
322	0.2210277255
323	0.2206637785
324	0.2201962572
325	0.2199266515
326	0.2196997253
327	0.2193897293
328	0.2190731632
329	0.2186083326
330	0.2182016486
331	0.2178910643
332	0.2175087494
333	0.2171774662
334	0.2167623459
335	0.2162845425
336	0.2157304517
337	0.215302927
338	0.2148056799
339	0.2144860949
340	0.2140611449
341	0.2135356668
342	0.2130953922
343	0.2126398465
344	0.2121060904
345	0.2116909902
346	0.2111659854
347	0.2108044976
348	0.2104265127
349	0.2101974433
350	0.2098918941
351	0.2095981829
352	0.209288853
353	0.2086149122
354	0.2083739075
355	0.2081163348
356	0.207721166
357	0.207292382
358	0.2070038038
359	0.2065889899
360	0.206100246
361	0.2057737822
362	0.2054932578
363	0.2049667531
364	0.2047769984
365	0.2044364076
366	0.2042561908
367	0.2039503704
368	0.2034850783
369	0.2029682542
370	0.2026844625
371	0.20215547
372	0.2017478994
373	0.2014824927
374	0.201011533
375	0.2007009971
376	0.2004489437
377	0.1998427092
378	0.1995083672
379	0.1990919869
380	0.198679517
381	0.1984411147
382	0.1979625576
383	0.1976579477
384	0.1973326237
385	0.1969533743
386	0.1966105956
387	0.1962536428
388	0.1960270197
389	0.1958020856
390	0.1955259822
391	0.1952519786
392	0.1951193053
393	0.1949028569
394	0.1946311353
395	0.1943938344
396	0.1941331603
397	0.1938795451
398	0.1934137299
399	0.1930388235
400	0.1925846635
401	0.1921704206
402	0.1919109574
403	0.1916829991
404	0.1915000559
405	0.1912172255
406	0.1909563831
407	0.1905223284
408	0.1899521883
409	0.1895193344
410	0.1890963419
411	0.1886680027
412	0.1884284663
413	0.1880689091
414	0.1879504376
415	0.1878207879
416	0.1875456821
417	0.1873276263
418	0.1871363437
419	0.1867180584
420	0.1864430958
421	0.1860879493
422	0.1857002117
423	0.1853118643
424	0.1852062283
425	0.185035016
426	0.1847720317
427	0.1845483255
428	0.1843491436
429	0.1841443529
430	0.1839640653
431	0.1834001912
432	0.1832211389
433	0.1830189253
434	0.1828026679
435	0.1826004267
436	0.1823127195
437	0.1820307733
438	0.1816966915
439	0.1814500753
440	0.181295004
441	0.1809823964
442	0.1807282789
443	0.1803597523
444	0.1800050255
445	0.1796389703
446	0.1794786853
447	0.1793123629
448	0.1790690417
449	0.1789270835
450	0.1787461851
451	0.1785637015
452	0.1781397586
453	0.1780573814
454	0.177636987
455	0.1772511111
456	0.1770443717
457	0.1767284718
458	0.176379995
459	0.1762108631
460	0.1759929031
461	0.1757206269
462	0.1754052589
463	0.1751688845
464	0.174916182
465	0.1745860667
466	0.1744928111
467	0.1742256404
468	0.1739750504
469	0.1735959531
470	0.1734079814
471	0.1731703946
472	0.1729806084
473	0.1724353747
474	0.1722309468
475	0.1718773727
476	0.1715343998
477	0.1712600604
478	0.1711166599
479	0.1709812576
480	0.1705713103
481	0.1702903262
482	0.169967227
483	0.1697625027
484	0.1695743083
485	0.1693169363
486	0.1688862864
487	0.1686795156
488	0.1683260152
489	0.1680230356
490	0.1678317809
491	0.1676260458
492	0.1674022434
493	0.1672912982
494	0.1670052749
495	0.1667986361
496	0.1666068442
497	0.1663836143
498	0.1662381591
499	0.1660545228
500	0.1658469436
501	0.1655548956
502	0.1652940772
503	0.1650217626
504	0.164871844
505	0.164712995
506	0.1644626212
507	0.1640621486
508	0.1638709328
509	0.1636415946
510	0.1633711016
511	0.1631284462
512	0.1629718328
513	0.1625987152
514	0.162313056
515	0.1621342613
516	0.1618589488
517	0.1616753328
518	0.1613696451
519	0.1612027664
520	0.1609938612
521	0.1607796805
522	0.1605967347
523	0.1603591658
524	0.1601937122
525	0.1598557992
526	0.1595919139
527	0.1593324644
528	0.1590537549
529	0.1588166383
530	0.1586221859
531	0.1582239838
532	0.1580527171
533	0.1578491805
534	0.1576296113
535	0.1574672046
536	0.1573432543
537	0.1570840805
538	0.1569453031
539	0.1567069764
540	0.1565235871
541	0.15623145
542	0.1561525169
543	0.1559308074
544	0.155689054
545	0.15536606
546	0.1552747474
547	0.1549973487
548	0.1547710362
549	0.1544161046
550	0.1540946007
551	0.1538904553
552	0.1536273318
553	0.1534113968
554	0.1532054872
555	0.1529635322
556	0.1528130639
557	0.1525225082
558	0.1522363301
559	0.1520344959
560	0.1516652456
561	0.1514187563
562	0.1511753561
563	0.1509501101
564	0.1506859969
565	0.1504203581
566	0.1501893973
567	0.1500600985
568	0.1497912938
569	0.1495822681
570	0.1493338563
571	0.1490262606
572	0.1486918532
573	0.1485124236
574	0.1483570798
575	0.1481034934
576	0.1478979824
577	0.1476874596
578	0.1474699671
579	0.1472720834
580	0.147088037
581	0.1469051758
582	0.1467342208
583	0.1465681652
584	0.1464078213
585	0.1462452535
586	0.1460744823
587	0.145921785
588	0.1457422735
589	0.1455272531
590	0.1453055116
591	0.1450568545
592	0.1449023352
593	0.144749499
594	0.1446131729
595	0.1442326561
596	0.1440242145
597	0.1438466184
598	0.1436863768
599	0.1435424116
600	0.1434138198
601	0.1432442863
602	0.1430255088
603	0.1429231105
604	0.1427437196
605	0.1426080834
606	0.142418285
607	0.1422443425
608	0.1420870372
609	0.1418861974
610	0.1417616717
611	0.141606749
612	0.1414661631
613	0.1413452659
614	0.14120271
615	0.1409798077
616	0.1407747611
617	0.1405835
618	0.140444128
619	0.1402817087
620	0.1401270759
621	0.139908112
622	0.139677841
623	0.139559711
624	0.1393662272
625	0.1392493135
626	0.1390955887
627	0.13894962
628	0.1387378845
629	0.1386008198
630	0.1384313129
631	0.1382422969
632	0.1381288623
633	0.1379265708
634	0.1376630691
635	0.137526933
636	0.1373853566
637	0.1372510403
638	0.1371604402
639	0.1370270069
640	0.1368199147
641	0.1366719912
642	0.1365182702
643	0.1363508892
644	0.1362258809
645	0.1360726837
646	0.1359710681
647	0.1358036624
648	0.1356514806
649	0.1355466014
650	0.1353674903
651	0.1351019854
652	0.1348917545
653	0.1347832309
654	0.1345757273
655	0.134482751
656	0.1344077251
657	0.1343074443
658	0.1341753367
659	0.1340317679
660	0.1338509357
661	0.1337271796
662	0.1336067759
663	0.1334936529
664	0.1333769637
665	0.1331334514
666	0.13294006
667	0.1326817339
668	0.1326275191
669	0.1324419237
670	0.1322736601
671	0.1321015694
672	0.1320255813
673	0.1319208995
674	0.1318045229
675	0.131594499
676	0.1314565749
677	0.1312565613
678	0.1311407634
679	0.1309200513
680	0.1306877073
681	0.1305791217
682	0.1303785147
683	0.1302053274
684	0.1300775223
685	0.1299656529
686	0.1298578199
687	0.1297520055
688	0.1295576392
689	0.1294286183
690	0.1291990396
691	0.1289761214
692	0.128781133
693	0.1285316062
694	0.1283991177
695	0.1282121217
696	0.1281012975
697	0.1278742404
698	0.1277300935
699	0.1276214506
700	0.1275713306
701	0.1274199783
702	0.1273392744
703	0.1271815465
704	0.1270506006
705	0.1269032716
706	0.1267540568
707	0.1266536306
708	0.1265426823
709	0.1263252788
710	0.1261600698
711	0.1260393478
712	0.1259415108
713	0.1258194799
714	0.1256593638
715	0.1255436199
716	0.1254037457
717	0.1252202914
718	0.1251622766
719	0.1250134585
720	0.1248841583
721	0.1247270497
722	0.1246026008
723	0.1244985526
724	0.1243550291
725	0.1242712434
726	0.1241695405
727	0.1240684082
728	0.1239041624
729	0.1237495508
730	0.1236282422
731	0.1235210773
732	0.1233545142
733	0.1231415165
734	0.1230371469
735	0.1228641903
736	0.1227741128
737	0.1226415431
738	0.1225305586
739	0.1224335602
740	0.1223513582
741	0.122171085
742	0.1219132238
743	0.1218344204
744	0.1216923899
745	0.1215694864
746	0.1215100363
747	0.1214274031
748	0.1213300664
749	0.1211379073
750	0.1210149275
751	0.1209147501
752	0.1207588987
753	0.1206440734
754	0.1205289524
755	0.1203962115
756	0.1202729023
757	0.1201814314
758	0.1201145381
759	0.1199652856
760	0.1198473997
761	0.1196158038
762	0.1194549608
763	0.119348955
764	0.1192260047
765	0.1191379985
766	0.1189980315
767	0.1188565922
768	0.1186872645
769	0.1185279943
770	0.1183774906
771	0.1182372665
772	0.1180990729
773	0.117987856
774	0.1178752804
775	0.1177585481
776	0.1176481352
777	0.1175775601
778	0.1174675185
779	0.1173867755
780	0.1173555328
781	0.1172027756
782	0.117019233
783	0.1169463116
784	0.1167341248
785	0.1165742487
786	0.1164623458
787	0.1163715927
788	0.1163125184
789	0.1162258773
790	0.1161169314
791	0.1160402225
792	0.1159524005
793	0.1158074532
794	0.1157116019
795	0.1155464262
796	0.1154678869
797	0.1153268068
798	0.1152066236
799	0.1151148526
800	0.115042735
801	0.1149225207
802	0.114761236
803	0.1146351544
804	0.1144777925
805	0.1143907895
806	0.1141885175
807	0.1141258607
808	0.1140194266
809	0.1139295481
810	0.113884746
811	0.1137915206
812	0.1137166691
813	0.1136631327
814	0.1135616313
815	0.1134905737
816	0.1133405384
817	0.1132331802
818	0.1131363887
819	0.1130820566
820	0.1129771455
821	0.1128797209
822	0.1127913494
823	0.112751582
824	0.1126542218
825	0.1125552869
826	0.1124181844
827	0.1123289982
828	0.1121687057
829	0.1120443577
830	0.1119146236
831	0.1118735592
832	0.1117912239
833	0.1117024493
834	0.1115835351
835	0.1114902435
836	0.1113676222
837	0.1112622657
838	0.1112159779
839	0.1111383299
840	0.1110595126
841	0.1108789756
842	0.1108414989
843	0.1107657564
844	0.1107128183
845	0.1106413386
846	0.1105896524
847	0.1105018514
848	0.110417537
849	0.1103595063
850	0.1103156148
851	0.1102338164
852	0.1101364481
853	0.1100400558
854	0.1098966477
855	0.1097978486
856	0.1097258599
857	0.1096770015
858	0.1096250936
859	0.1095306684
860	0.1094085989
861	0.109272863
862	0.109139053
863	0.1090777961
864	0.1089416015
865	0.1088764617
866	0.1087710022
867	0.1086981347
868	0.108542406
869	0.1084673814
870	0.108362193
871	0.1082308826
872	0.1081636758
873	0.1080816676
874	0.108000669
875	0.1079215899
876	0.1077968934
877	0.1077606255
878	0.1075808073
879	0.1074929904
880	0.1074177849
881	0.1072963545
882	0.107189953
883	0.1070767117
884	0.1070052016
885	0.1068958368
886	0.1067930933
887	0.1067533411
888	0.1066850032
889	0.1065425693
890	0.1064871778
891	0.1064154242
892	0.1063679513
893	0.1062984723
894	0.1062354461
895	0.1061228293
896	0.1059928467
897	0.105882237
898	0.1057926404
899	0.1057617486
900	0.1056892762
901	0.1056277115
902	0.1055701394
903	0.1055044681
904	0.1054178852
905	0.1053432471
906	0.1052735991
907	0.1051460922
908	0.1050629988
909	0.1050312525
910	0.1049052726
911	0.1048130236
912	0.1047620078
913	0.1046946985
914	0.1045181708
915	0.1044592829
916	0.1043934784
917	0.1043096534
918	0.1041459365
919	0.1040802009
920	0.1039744806
921	0.1038963256
922	0.1038683092
923	0.1037789868
924	0.1036763541
925	0.1035804523
926	0.1034892335
927	0.1034071201
928	0.1033343932
929	0.1032627158
930	0.1031450688
931	0.1030570865
932	0.1030081595
933	0.1029422494
934	0.1029005006
935	0.1028492287
936	0.102815132
937	0.1027211898
938	0.1026968705
939	0.1026783638
940	0.1026143889
941	0.1025439623
942	0.1024786226
943	0.1023659034
944	0.1022938743
945	0.102228929
946	0.1021948081
947	0.1021235749
948	0.1020759071
949	0.1020276878
950	0.1019661967
951	0.101860842
952	0.1018026035
953	0.1017389829
954	0.1016782214
955	0.1015936377
956	0.1015340073
957	0.1014404942
958	0.1014190005
959	0.1013712633
960	0.1012792125
961	0.1011575149
962	0.1010528733
963	0.1009592295
964	0.1009040995
965	0.1008376829
966	0.1007612966
967	0.1007094311
968	0.1006466439
969	0.1005789694
970	0.1005385395
971	0.1004745581
972	0.1004167349
973	0.1003821293
974	0.100303698
975	0.1002693951
976	0.1002388085
977	0.1001854037
978	0.1000911467
979	0.09993908209
980	0.09987159316
981	0.09981254159
982	0.0997586844
983	0.09964680181
984	0.09959551949
985	0.09956439078
986	0.09946984043
987	0.09942501863
988	0.09936986093
989	0.09929512913
990	0.09917795623
991	0.09907106263
992	0.09901327554
993	0.09897616971
994	0.09885334629
995	0.09883531953
996	0.09875459676
997	0.09871272638
998	0.09869542253
999	0.09866525061
